global_sales,critic_score
0.56,75
0.56,75
0.56,76
0.56,76
0.56,77
0.56,77
0.56,77
0.56,77
0.56,77
0.56,78
0.56,78
0.56,80
0.56,80
0.56,81
0.56,81
0.56,81
0.56,83
0.56,83
0.56,83
0.56,86
0.56,88
0.56,91
0.55,41
0.55,47
0.55,63
0.55,67
0.55,67
0.55,67
0.55,68
0.55,68
0.55,68
0.55,68
0.55,70
0.55,70
0.55,72
0.55,74
0.55,75
0.55,76
0.55,76
0.55,78
0.55,79
0.55,80
0.55,80
0.55,81
0.55,81
0.55,82
0.55,82
0.55,83
0.55,84
0.55,86
0.55,92
0.55,93
0.55,94
0.54,41
0.54,47
0.54,47
0.54,55
0.54,58
0.54,58
0.54,58
0.54,59
0.54,66
0.54,67
0.54,69
0.54,70
0.54,70
0.54,71
0.54,72
0.54,74
0.54,74
0.54,75
0.54,75
0.54,75
0.54,77
0.54,77
0.54,77
0.54,78
0.54,80
0.54,80
0.54,80
0.54,80
0.54,81
0.54,81
0.54,82
0.54,82
0.54,83
0.54,84
0.54,84
0.54,85
0.54,87
0.54,88
0.54,88
0.54,89
0.53,43
0.53,46
0.53,47
0.53,51
0.53,56
0.53,58
0.53,59
0.53,60
0.53,61
0.53,62
0.53,62
0.53,63
0.53,66
0.53,68
0.53,69
0.53,69
0.53,69
0.53,70
0.53,71
0.53,72
0.53,72
0.53,73
0.53,75
0.53,75
0.53,76
0.53,78
0.53,78
0.53,78
0.53,78
0.53,78
0.53,81
0.53,81
0.53,82
0.53,82
0.53,82
0.53,83
0.53,83
0.53,84
0.53,85
0.53,87
0.53,88
0.53,89
0.53,91
0.53,91
0.52,41
0.52,46
0.52,52
0.52,55
0.52,56
0.52,58
0.52,61
0.52,65
0.52,66
0.52,68
0.52,68
0.52,68
0.52,68
0.52,68
0.52,69
0.52,69
0.52,70
0.52,70
0.52,71
0.52,73
0.52,73
0.52,73
0.52,74
0.52,75
0.52,76
0.52,76
0.52,77
0.52,77
0.52,78
0.52,78
0.52,78
0.52,78
0.52,79
0.52,79
0.52,79
0.52,80
0.52,81
0.52,81
0.52,81
0.52,82
0.52,82
0.52,86
0.52,87
0.52,89
0.52,90
0.52,90
0.51,34
0.51,47
0.51,53
0.51,53
0.51,55
0.51,56
0.51,56
0.51,59
0.51,62
0.51,62
0.51,64
0.51,66
0.51,67
0.51,68
0.51,69
0.51,70
0.51,70
0.51,71
0.51,71
0.51,73
0.51,73
0.51,74
0.51,74
0.51,74
0.51,75
0.51,76
0.51,76
0.51,76
0.51,76
0.51,77
0.51,77
0.51,78
0.51,78
0.51,80
0.51,80
0.51,82
0.51,82
0.51,85
0.51,91
0.51,94
0.5,44
0.5,47
0.5,50
0.5,51
0.5,54
0.5,55
0.5,56
0.5,56
0.5,59
0.5,60
0.5,62
0.5,63
0.5,64
0.5,65
0.5,65
0.5,66
0.5,67
0.5,68
0.5,68
0.5,69
0.5,70
0.5,71
0.5,72
0.5,73
0.5,75
0.5,76
0.5,78
0.5,78
0.5,80
0.5,80
0.5,80
0.5,81
0.5,81
0.5,81
0.5,82
0.5,83
0.5,83
0.5,83
0.5,83
0.5,84
0.5,86
0.5,88
0.5,88
0.5,89
0.49,36
0.49,43
0.49,49
0.49,54
0.49,55
0.49,56
0.49,57
0.49,57
0.49,57
0.49,58
0.49,58
0.49,59
0.49,61
0.49,61
0.49,61
0.49,64
0.49,65
0.49,66
0.49,66
0.49,69
0.49,69
0.49,70
0.49,72
0.49,72
0.49,72
0.49,75
0.49,76
0.49,76
0.49,77
0.49,78
0.49,78
0.49,81
0.49,81
0.49,81
0.49,81
0.49,83
0.49,84
0.49,84
0.49,85
0.48,43
0.48,50
0.48,55
0.48,56
0.48,58
0.48,62
0.48,65
0.48,68
0.48,70
0.48,72
0.48,72
0.48,72
0.48,73
0.48,73
0.48,77
0.48,78
0.48,78
0.48,79
0.48,80
0.48,80
0.48,80
0.48,80
0.48,81
0.48,81
0.48,82
0.48,82
0.48,85
0.48,87
0.47,34
0.47,37
0.47,41
0.47,46
0.47,48
0.47,53
0.47,54
0.47,54
0.47,55
0.47,56
0.47,58
0.47,59
0.47,59
0.47,60
0.47,60
0.47,61
0.47,62
0.47,62
0.47,64
0.47,65
0.47,66
0.47,67
0.47,68
0.47,69
0.47,69
0.47,69
0.47,70
0.47,70
0.47,71
0.47,72
0.47,72
0.47,74
0.47,75
0.47,75
0.47,78
0.47,79
0.47,79
0.47,79
0.47,79
0.47,79
0.47,82
0.47,82
0.47,82
0.47,82
0.47,83
0.47,84
0.47,85
0.47,85
0.47,85
0.47,87
0.47,90
0.46,41
0.46,45
0.46,49
0.46,50
0.46,53
0.46,53
0.46,57
0.46,58
0.46,59
0.46,59
0.46,61
0.46,62
0.46,63
0.46,64
0.46,64
0.46,65
0.46,65
0.46,65
0.46,67
0.46,67
0.46,67
0.46,69
0.46,69
0.46,70
0.46,70
0.46,71
0.46,71
0.46,72
0.46,72
0.46,74
0.46,74
0.46,76
0.46,76
0.46,76
0.46,77
0.46,80
0.46,80
0.46,81
0.46,82
0.46,83
0.46,85
0.46,86
0.46,89
0.45,38
0.45,46
0.45,50
0.45,53
0.45,56
0.45,58
0.45,61
0.45,63
0.45,65
0.45,66
0.45,68
0.45,68
0.45,69
0.45,69
0.45,69
0.45,70
0.45,70
0.45,70
0.45,71
0.45,71
0.45,72
0.45,73
0.45,74
0.45,75
0.45,75
0.45,75
0.45,75
0.45,76
0.45,76
0.45,76
0.45,77
0.45,77
0.45,78
0.45,79
0.45,79
0.45,79
0.45,80
0.45,80
0.45,81
0.45,82
0.45,83
0.45,83
0.45,84
0.45,85
0.45,86
0.45,86
0.45,89
0.44,44
0.44,47
0.44,50
0.44,53
0.44,53
0.44,55
0.44,56
0.44,57
0.44,58
0.44,59
0.44,63
0.44,64
0.44,65
0.44,66
0.44,68
0.44,69
0.44,69
0.44,70
0.44,70
0.44,70
0.44,71
0.44,71
0.44,73
0.44,73
0.44,74
0.44,74
0.44,74
0.44,75
0.44,78
0.44,78
0.44,78
0.44,79
0.44,80
0.44,80
0.44,80
0.44,80
0.44,81
0.44,82
0.44,83
0.44,84
0.44,84
0.44,85
0.44,86
0.44,88
0.44,88
0.44,89
0.44,92
0.43,43
0.43,43
0.43,45
0.43,46
0.43,47
0.43,51
0.43,51
0.43,53
0.43,57
0.43,58
0.43,58
0.43,60
0.43,62
0.43,64
0.43,64
0.43,65
0.43,66
0.43,68
0.43,68
0.43,68
0.43,69
0.43,70
0.43,71
0.43,71
0.43,72
0.43,73
0.43,73
0.43,73
0.43,74
0.43,74
0.43,74
0.43,74
0.43,74
0.43,76
0.43,76
0.43,77
0.43,77
0.43,80
0.43,80
0.43,81
0.43,81
0.43,81
0.43,82
0.43,87
0.43,88
0.43,88
0.43,89
0.43,90
0.43,92
0.42,39
0.42,45
0.42,46
0.42,47
0.42,54
0.42,54
0.42,55
0.42,56
0.42,58
0.42,59
0.42,60
0.42,61
0.42,61
0.42,64
0.42,64
0.42,65
0.42,65
0.42,66
0.42,68
0.42,68
0.42,69
0.42,69
0.42,70
0.42,70
0.42,70
0.42,70
0.42,71
0.42,71
0.42,72
0.42,73
0.42,74
0.42,74
0.42,74
0.42,75
0.42,75
0.42,75
0.42,76
0.42,76
0.42,76
0.42,76
0.42,76
0.42,76
0.42,77
0.42,77
0.42,77
0.42,78
0.42,78
0.42,79
0.42,79
0.42,80
0.42,80
0.42,81
0.42,81
0.42,84
0.42,84
0.42,84
0.42,84
0.42,88
0.42,88
0.42,91
0.41,46
0.41,50
0.41,50
0.41,52
0.41,53
0.41,54
0.41,55
0.41,56
0.41,56
0.41,58
0.41,59
0.41,59
0.41,60
0.41,61
0.41,62
0.41,63
0.41,65
0.41,66
0.41,68
0.41,69
0.41,69
0.41,69
0.41,70
0.41,70
0.41,70
0.41,73
0.41,74
0.41,75
0.41,75
0.41,75
0.41,75
0.41,76
0.41,76
0.41,77
0.41,77
0.41,78
0.41,79
0.41,80
0.41,80
0.41,81
0.41,81
0.41,81
0.41,81
0.41,82
0.41,84
0.41,84
0.41,87
0.41,96
0.4,43
0.4,43
0.4,49
0.4,51
0.4,51
0.4,53
0.4,55
0.4,57
0.4,57
0.4,59
0.4,59
0.4,60
0.4,61
0.4,61
0.4,62
0.4,66
0.4,66
0.4,67
0.4,67
0.4,68
0.4,68
0.4,71
0.4,71
0.4,71
0.4,71
0.4,72
0.4,73
0.4,73
0.4,73
0.4,73
0.4,74
0.4,74
0.4,76
0.4,76
0.4,76
0.4,76
0.4,77
0.4,77
0.4,77
0.4,78
0.4,79
0.4,80
0.4,81
0.4,81
0.4,85
0.4,85
0.4,86
0.4,87
0.4,93
0.39,36
0.39,38
0.39,41
0.39,43
0.39,44
0.39,49
0.39,53
0.39,57
0.39,58
0.39,61
0.39,61
0.39,62
0.39,62
0.39,63
0.39,63
0.39,64
0.39,65
0.39,65
0.39,65
0.39,66
0.39,66
0.39,66
0.39,66
0.39,67
0.39,68
0.39,68
0.39,69
0.39,69
0.39,70
0.39,70
0.39,71
0.39,71
0.39,71
0.39,71
0.39,72
0.39,72
0.39,72
0.39,75
0.39,75
0.39,76
0.39,77
0.39,77
0.39,77
0.39,79
0.39,79
0.39,79
0.39,80
0.39,82
0.39,82
0.39,84
0.39,84
0.39,87
0.39,90
0.39,92
0.39,94
0.38,33
0.38,38
0.38,47
0.38,49
0.38,49
0.38,50
0.38,51
0.38,52
0.38,53
0.38,54
0.38,54
0.38,55
0.38,56
0.38,57
0.38,60
0.38,60
0.38,61
0.38,63
0.38,65
0.38,67
0.38,68
0.38,68
0.38,70
0.38,70
0.38,70
0.38,70
0.38,70
0.38,70
0.38,71
0.38,72
0.38,72
0.38,73
0.38,73
0.38,74
0.38,75
0.38,77
0.38,77
0.38,78
0.38,78
0.38,78
0.38,78
0.38,78
0.38,79
0.38,81
0.38,82
0.38,82
0.38,83
0.38,83
0.38,84
0.38,84
0.38,86
0.38,88
0.38,92
0.37,28
0.37,39
0.37,51
0.37,51
0.37,52
0.37,54
0.37,55
0.37,55
0.37,56
0.37,59
0.37,62
0.37,62
0.37,63
0.37,65
0.37,65
0.37,66
0.37,66
0.37,66
0.37,66
0.37,68
0.37,68
0.37,70
0.37,71
0.37,72
0.37,72
0.37,73
0.37,73
0.37,73
0.37,73
0.37,74
0.37,74
0.37,75
0.37,75
0.37,76
0.37,76
0.37,77
0.37,79
0.37,79
0.37,79
0.37,80
0.37,80
0.37,80
0.37,81
0.37,81
0.37,82
0.37,83
0.37,84
0.37,84
0.37,85
0.37,85
0.37,85
0.37,86
0.36,31
0.36,45
0.36,48
0.36,49
0.36,49
0.36,50
0.36,51
0.36,53
0.36,53
0.36,54
0.36,57
0.36,58
0.36,58
0.36,59
0.36,59
0.36,60
0.36,60
0.36,60
0.36,63
0.36,67
0.36,68
0.36,69
0.36,69
0.36,70
0.36,70
0.36,71
0.36,72
0.36,72
0.36,73
0.36,73
0.36,76
0.36,76
0.36,77
0.36,77
0.36,80
0.36,81
0.36,81
0.36,82
0.36,83
0.36,83
0.36,84
0.36,85
0.36,86
0.36,87
0.36,89
0.36,91
0.35,27
0.35,35
0.35,39
0.35,48
0.35,48
0.35,49
0.35,56
0.35,59
0.35,59
0.35,59
0.35,60
0.35,61
0.35,63
0.35,63
0.35,63
0.35,65
0.35,66
0.35,66
0.35,67
0.35,68
0.35,68
0.35,69
0.35,69
0.35,69
0.35,70
0.35,71
0.35,71
0.35,71
0.35,73
0.35,75
0.35,76
0.35,77
0.35,77
0.35,78
0.35,79
0.35,79
0.35,79
0.35,80
0.35,81
0.35,81
0.35,81
0.35,81
0.35,81
0.35,81
0.35,83
0.35,83
0.35,83
0.35,84
0.35,85
0.35,85
0.35,85
0.35,86
0.35,86
0.35,87
0.34,45
0.34,47
0.34,52
0.34,54
0.34,56
0.34,57
0.34,57
0.34,58
0.34,59
0.34,60
0.34,60
0.34,61
0.34,61
0.34,62
0.34,62
0.34,65
0.34,65
0.34,66
0.34,66
0.34,67
0.34,67
0.34,69
0.34,69
0.34,69
0.34,69
0.34,69
0.34,70
0.34,71
0.34,72
0.34,73
0.34,73
0.34,74
0.34,75
0.34,75
0.34,75
0.34,75
0.34,75
0.34,75
0.34,76
0.34,77
0.34,77
0.34,78
0.34,79
0.34,80
0.34,80
0.34,82
0.34,83
0.34,85
0.34,85
0.34,89
0.34,91
0.34,98
0.33,26
0.33,44
0.33,45
0.33,47
0.33,51
0.33,52
0.33,54
0.33,54
0.33,55
0.33,55
0.33,58
0.33,59
0.33,59
0.33,60
0.33,60
0.33,61
0.33,62
0.33,62
0.33,62
0.33,63
0.33,63
0.33,64
0.33,65
0.33,65
0.33,66
0.33,66
0.33,66
0.33,67
0.33,68
0.33,69
0.33,69
0.33,69
0.33,70
0.33,70
0.33,71
0.33,72
0.33,72
0.33,73
0.33,74
0.33,74
0.33,74
0.33,74
0.33,74
0.33,75
0.33,75
0.33,75
0.33,75
0.33,75
0.33,75
0.33,76
0.33,76
0.33,76
0.33,77
0.33,77
0.33,78
0.33,78
0.33,78
0.33,78
0.33,79
0.33,79
0.33,80
0.33,80
0.33,80
0.33,82
0.33,82
0.33,83
0.33,83
0.33,84
0.33,84
0.33,84
0.33,86
0.33,87
0.33,88
0.33,88
0.33,91
0.32,41
0.32,43
0.32,44
0.32,45
0.32,49
0.32,50
0.32,50
0.32,52
0.32,53
0.32,55
0.32,55
0.32,58
0.32,58
0.32,59
0.32,59
0.32,60
0.32,61
0.32,63
0.32,63
0.32,63
0.32,63
0.32,63
0.32,64
0.32,64
0.32,65
0.32,65
0.32,65
0.32,66
0.32,66
0.32,67
0.32,67
0.32,67
0.32,68
0.32,68
0.32,69
0.32,70
0.32,70
0.32,71
0.32,72
0.32,72
0.32,72
0.32,72
0.32,72
0.32,73
0.32,74
0.32,74
0.32,74
0.32,75
0.32,75
0.32,75
0.32,75
0.32,75
0.32,75
0.32,75
0.32,76
0.32,76
0.32,76
0.32,76
0.32,77
0.32,78
0.32,79
0.32,79
0.32,79
0.32,79
0.32,80
0.32,80
0.32,81
0.32,81
0.32,82
0.32,82
0.32,82
0.32,82
0.32,85
0.32,85
0.32,86
0.32,87
0.32,87
0.32,87
0.32,88
0.32,89
0.32,91
0.32,92
0.31,26
0.31,26
0.31,32
0.31,32
0.31,41
0.31,46
0.31,49
0.31,49
0.31,52
0.31,54
0.31,54
0.31,57
0.31,58
0.31,58
0.31,58
0.31,58
0.31,59
0.31,59
0.31,59
0.31,60
0.31,61
0.31,62
0.31,63
0.31,64
0.31,65
0.31,66
0.31,66
0.31,67
0.31,68
0.31,69
0.31,70
0.31,70
0.31,71
0.31,72
0.31,73
0.31,73
0.31,73
0.31,73
0.31,73
0.31,73
0.31,74
0.31,74
0.31,76
0.31,77
0.31,77
0.31,78
0.31,78
0.31,79
0.31,79
0.31,79
0.31,81
0.31,81
0.31,81
0.31,82
0.31,82
0.31,82
0.31,85
0.31,85
0.31,85
0.3,27
0.3,36
0.3,45
0.3,46
0.3,46
0.3,48
0.3,48
0.3,49
0.3,52
0.3,53
0.3,53
0.3,55
0.3,56
0.3,57
0.3,59
0.3,60
0.3,61
0.3,61
0.3,62
0.3,62
0.3,62
0.3,62
0.3,63
0.3,63
0.3,64
0.3,65
0.3,65
0.3,66
0.3,66
0.3,67
0.3,68
0.3,68
0.3,69
0.3,69
0.3,70
0.3,72
0.3,72
0.3,73
0.3,73
0.3,73
0.3,74
0.3,74
0.3,75
0.3,76
0.3,76
0.3,76
0.3,77
0.3,77
0.3,77
0.3,77
0.3,78
0.3,78
0.3,79
0.3,79
0.3,81
0.3,81
0.3,82
0.3,83
0.3,83
0.3,90
0.29,30
0.29,43
0.29,43
0.29,45
0.29,47
0.29,49
0.29,56
0.29,57
0.29,58
0.29,58
0.29,59
0.29,59
0.29,60
0.29,60
0.29,60
0.29,60
0.29,60
0.29,61
0.29,61
0.29,61
0.29,62
0.29,62
0.29,64
0.29,64
0.29,65
0.29,65
0.29,66
0.29,67
0.29,67
0.29,67
0.29,68
0.29,68
0.29,68
0.29,68
0.29,69
0.29,69
0.29,69
0.29,70
0.29,70
0.29,70
0.29,70
0.29,71
0.29,71
0.29,71
0.29,71
0.29,72
0.29,72
0.29,72
0.29,72
0.29,72
0.29,72
0.29,73
0.29,74
0.29,74
0.29,74
0.29,74
0.29,75
0.29,75
0.29,76
0.29,76
0.29,76
0.29,76
0.29,76
0.29,77
0.29,77
0.29,77
0.29,79
0.29,80
0.29,80
0.29,80
0.29,80
0.29,81
0.29,82
0.29,82
0.29,83
0.29,84
0.29,84
0.29,84
0.29,85
0.29,86
0.29,87
0.29,87
0.29,88
0.29,90
0.28,40
0.28,46
0.28,48
0.28,50
0.28,50
0.28,52
0.28,54
0.28,54
0.28,54
0.28,55
0.28,55
0.28,55
0.28,56
0.28,56
0.28,56
0.28,56
0.28,57
0.28,57
0.28,57
0.28,58
0.28,58
0.28,58
0.28,58
0.28,58
0.28,58
0.28,59
0.28,59
0.28,59
0.28,60
0.28,60
0.28,61
0.28,61
0.28,61
0.28,64
0.28,65
0.28,65
0.28,65
0.28,66
0.28,66
0.28,66
0.28,68
0.28,68
0.28,69
0.28,69
0.28,69
0.28,69
0.28,69
0.28,70
0.28,70
0.28,70
0.28,70
0.28,70
0.28,71
0.28,71
0.28,71
0.28,71
0.28,71
0.28,71
0.28,72
0.28,73
0.28,73
0.28,75
0.28,75
0.28,76
0.28,76
0.28,76
0.28,78
0.28,78
0.28,80
0.28,80
0.28,82
0.28,82
0.28,82
0.28,84
0.28,84
0.28,85
0.28,85
0.28,89
0.28,90
0.28,91
0.28,92
0.27,38
0.27,41
0.27,41
0.27,41
0.27,41
0.27,42
0.27,45
0.27,47
0.27,49
0.27,51
0.27,52
0.27,56
0.27,56
0.27,57
0.27,57
0.27,58
0.27,59
0.27,59
0.27,60
0.27,60
0.27,61
0.27,61
0.27,62
0.27,62
0.27,62
0.27,62
0.27,63
0.27,64
0.27,64
0.27,65
0.27,65
0.27,65
0.27,65
0.27,66
0.27,66
0.27,66
0.27,67
0.27,67
0.27,67
0.27,68
0.27,68
0.27,68
0.27,69
0.27,69
0.27,69
0.27,69
0.27,69
0.27,69
0.27,70
0.27,71
0.27,71
0.27,71
0.27,71
0.27,71
0.27,71
0.27,72
0.27,73
0.27,74
0.27,75
0.27,75
0.27,75
0.27,75
0.27,76
0.27,76
0.27,77
0.27,77
0.27,78
0.27,78
0.27,78
0.27,78
0.27,78
0.27,78
0.27,78
0.27,78
0.27,79
0.27,79
0.27,79
0.27,79
0.27,80
0.27,81
0.27,81
0.27,81
0.27,84
0.27,84
0.27,87
0.27,87
0.27,89
0.26,40
0.26,44
0.26,46
0.26,46
0.26,46
0.26,47
0.26,49
0.26,49
0.26,49
0.26,50
0.26,51
0.26,53
0.26,53
0.26,53
0.26,54
0.26,55
0.26,55
0.26,55
0.26,55
0.26,56
0.26,58
0.26,58
0.26,59
0.26,59
0.26,59
0.26,59
0.26,61
0.26,63
0.26,63
0.26,63
0.26,64
0.26,64
0.26,64
0.26,66
0.26,66
0.26,67
0.26,67
0.26,67
0.26,68
0.26,68
0.26,68
0.26,68
0.26,70
0.26,70
0.26,70
0.26,71
0.26,73
0.26,73
0.26,73
0.26,73
0.26,73
0.26,74
0.26,75
0.26,75
0.26,76
0.26,76
0.26,77
0.26,77
0.26,77
0.26,77
0.26,78
0.26,78
0.26,78
0.26,79
0.26,80
0.26,80
0.26,80
0.26,81
0.26,81
0.26,82
0.26,83
0.26,84
0.26,87
0.26,87
0.26,88
0.26,89
0.26,89
0.26,90
0.25,30
0.25,36
0.25,38
0.25,39
0.25,42
0.25,43
0.25,46
0.25,48
0.25,49
0.25,50
0.25,51
0.25,52
0.25,52
0.25,53
0.25,53
0.25,53
0.25,55
0.25,56
0.25,56
0.25,56
0.25,56
0.25,57
0.25,57
0.25,57
0.25,57
0.25,58
0.25,59
0.25,59
0.25,62
0.25,62
0.25,62
0.25,63
0.25,63
0.25,63
0.25,63
0.25,64
0.25,64
0.25,64
0.25,64
0.25,64
0.25,64
0.25,65
0.25,65
0.25,65
0.25,65
0.25,66
0.25,67
0.25,67
0.25,68
0.25,69
0.25,69
0.25,69
0.25,70
0.25,70
0.25,71
0.25,71
0.25,71
0.25,71
0.25,71
0.25,72
0.25,73
0.25,74
0.25,74
0.25,74
0.25,75
0.25,75
0.25,76
0.25,76
0.25,77
0.25,77
0.25,77
0.25,78
0.25,78
0.25,79
0.25,79
0.25,80
0.25,80
0.25,81
0.25,81
0.25,82
0.25,83
0.25,83
0.25,83
0.25,84
0.25,85
0.25,86
0.25,87
0.25,88
0.25,88
0.25,89
0.25,93
0.25,94
0.24,42
0.24,42
0.24,42
0.24,43
0.24,43
0.24,46
0.24,46
0.24,47
0.24,48
0.24,49
0.24,50
0.24,50
0.24,51
0.24,51
0.24,51
0.24,52
0.24,53
0.24,53
0.24,53
0.24,53
0.24,53
0.24,56
0.24,56
0.24,56
0.24,57
0.24,57
0.24,58
0.24,59
0.24,59
0.24,60
0.24,60
0.24,61
0.24,61
0.24,61
0.24,62
0.24,62
0.24,62
0.24,63
0.24,63
0.24,63
0.24,63
0.24,63
0.24,64
0.24,64
0.24,65
0.24,65
0.24,67
0.24,67
0.24,67
0.24,67
0.24,68
0.24,68
0.24,68
0.24,69
0.24,70
0.24,70
0.24,70
0.24,70
0.24,70
0.24,71
0.24,71
0.24,71
0.24,72
0.24,73
0.24,73
0.24,74
0.24,75
0.24,75
0.24,75
0.24,76
0.24,76
0.24,77
0.24,77
0.24,77
0.24,77
0.24,78
0.24,78
0.24,79
0.24,79
0.24,80
0.24,80
0.24,80
0.24,80
0.24,80
0.24,81
0.24,81
0.24,81
0.24,82
0.24,83
0.24,83
0.24,83
0.24,84
0.24,85
0.24,87
0.24,88
0.24,88
0.23,27
0.23,35
0.23,39
0.23,41
0.23,47
0.23,48
0.23,50
0.23,52
0.23,53
0.23,53
0.23,55
0.23,55
0.23,55
0.23,56
0.23,57
0.23,57
0.23,58
0.23,58
0.23,58
0.23,59
0.23,59
0.23,59
0.23,59
0.23,61
0.23,61
0.23,61
0.23,61
0.23,62
0.23,62
0.23,62
0.23,63
0.23,63
0.23,63
0.23,63
0.23,64
0.23,64
0.23,64
0.23,66
0.23,66
0.23,66
0.23,66
0.23,68
0.23,68
0.23,69
0.23,70
0.23,70
0.23,71
0.23,71
0.23,71
0.23,72
0.23,72
0.23,73
0.23,73
0.23,73
0.23,73
0.23,73
0.23,73
0.23,74
0.23,74
0.23,75
0.23,75
0.23,75
0.23,76
0.23,76
0.23,77
0.23,77
0.23,77
0.23,78
0.23,79
0.23,79
0.23,79
0.23,79
0.23,79
0.23,81
0.23,81
0.23,82
0.23,82
0.23,82
0.23,83
0.23,84
0.23,85
0.23,85
0.23,86
0.23,87
0.23,87
0.23,88
0.23,88
0.23,89
0.23,90
0.23,90
0.22,19
0.22,33
0.22,42
0.22,46
0.22,47
0.22,47
0.22,49
0.22,49
0.22,49
0.22,50
0.22,51
0.22,51
0.22,51
0.22,52
0.22,53
0.22,53
0.22,54
0.22,56
0.22,57
0.22,58
0.22,58
0.22,58
0.22,58
0.22,58
0.22,58
0.22,59
0.22,60
0.22,60
0.22,60
0.22,60
0.22,61
0.22,61
0.22,61
0.22,61
0.22,61
0.22,61
0.22,61
0.22,62
0.22,63
0.22,63
0.22,66
0.22,66
0.22,66
0.22,66
0.22,66
0.22,67
0.22,67
0.22,68
0.22,68
0.22,69
0.22,69
0.22,69
0.22,69
0.22,69
0.22,70
0.22,70
0.22,70
0.22,70
0.22,70
0.22,71
0.22,72
0.22,72
0.22,72
0.22,72
0.22,72
0.22,73
0.22,74
0.22,75
0.22,75
0.22,76
0.22,77
0.22,77
0.22,77
0.22,78
0.22,78
0.22,79
0.22,80
0.22,80
0.22,80
0.22,80
0.22,80
0.22,81
0.22,82
0.22,82
0.22,82
0.22,84
0.22,86
0.22,88
0.22,88
0.22,92
0.21,25
0.21,26
0.21,28
0.21,32
0.21,33
0.21,37
0.21,38
0.21,39
0.21,40
0.21,40
0.21,43
0.21,43
0.21,46
0.21,47
0.21,47
0.21,47
0.21,48
0.21,49
0.21,51
0.21,52
0.21,53
0.21,53
0.21,54
0.21,54
0.21,55
0.21,55
0.21,55
0.21,56
0.21,56
0.21,57
0.21,57
0.21,58
0.21,60
0.21,60
0.21,60
0.21,61
0.21,61
0.21,61
0.21,61
0.21,63
0.21,63
0.21,63
0.21,63
0.21,64
0.21,64
0.21,64
0.21,64
0.21,65
0.21,65
0.21,65
0.21,66
0.21,67
0.21,67
0.21,67
0.21,67
0.21,67
0.21,68
0.21,68
0.21,68
0.21,68
0.21,68
0.21,68
0.21,69
0.21,69
0.21,69
0.21,69
0.21,69
0.21,70
0.21,70
0.21,70
0.21,71
0.21,71
0.21,72
0.21,72
0.21,73
0.21,74
0.21,74
0.21,74
0.21,74
0.21,74
0.21,74
0.21,74
0.21,75
0.21,76
0.21,76
0.21,76
0.21,76
0.21,76
0.21,77
0.21,77
0.21,78
0.21,78
0.21,78
0.21,78
0.21,79
0.21,79
0.21,79
0.21,80
0.21,80
0.21,80
0.21,81
0.21,81
0.21,82
0.21,82
0.21,82
0.21,83
0.21,83
0.21,83
0.21,83
0.21,84
0.21,84
0.21,85
0.21,85
0.21,88
0.21,89
0.21,91
0.21,92
0.2,33
0.2,36
0.2,36
0.2,37
0.2,40
0.2,40
0.2,42
0.2,43
0.2,45
0.2,47
0.2,49
0.2,49
0.2,50
0.2,51
0.2,51
0.2,51
0.2,52
0.2,52
0.2,53
0.2,53
0.2,53
0.2,53
0.2,55
0.2,57
0.2,57
0.2,57
0.2,57
0.2,57
0.2,58
0.2,58
0.2,58
0.2,59
0.2,59
0.2,60
0.2,60
0.2,62
0.2,62
0.2,62
0.2,62
0.2,63
0.2,63
0.2,63
0.2,63
0.2,64
0.2,64
0.2,65
0.2,65
0.2,65
0.2,65
0.2,65
0.2,65
0.2,66
0.2,66
0.2,67
0.2,67
0.2,67
0.2,68
0.2,68
0.2,68
0.2,68
0.2,69
0.2,69
0.2,70
0.2,70
0.2,70
0.2,70
0.2,70
0.2,71
0.2,71
0.2,71
0.2,71
0.2,71
0.2,72
0.2,72
0.2,72
0.2,72
0.2,72
0.2,73
0.2,73
0.2,73
0.2,74
0.2,74
0.2,75
0.2,75
0.2,75
0.2,75
0.2,75
0.2,75
0.2,76
0.2,76
0.2,76
0.2,76
0.2,77
0.2,77
0.2,78
0.2,78
0.2,78
0.2,79
0.2,79
0.2,80
0.2,81
0.2,82
0.2,82
0.2,83
0.2,83
0.2,85
0.2,86
0.2,87
0.2,87
0.2,89
0.2,90
0.2,90
0.19,23
0.19,43
0.19,44
0.19,46
0.19,47
0.19,49
0.19,49
0.19,49
0.19,49
0.19,50
0.19,51
0.19,51
0.19,51
0.19,51
0.19,52
0.19,52
0.19,53
0.19,53
0.19,54
0.19,55
0.19,55
0.19,55
0.19,56
0.19,57
0.19,57
0.19,57
0.19,57
0.19,58
0.19,58
0.19,58
0.19,59
0.19,59
0.19,59
0.19,60
0.19,60
0.19,60
0.19,60
0.19,61
0.19,61
0.19,61
0.19,61
0.19,62
0.19,62
0.19,62
0.19,62
0.19,62
0.19,63
0.19,63
0.19,63
0.19,63
0.19,64
0.19,64
0.19,64
0.19,64
0.19,64
0.19,65
0.19,65
0.19,65
0.19,65
0.19,65
0.19,66
0.19,66
0.19,66
0.19,66
0.19,67
0.19,67
0.19,67
0.19,67
0.19,67
0.19,67
0.19,68
0.19,68
0.19,68
0.19,68
0.19,68
0.19,68
0.19,68
0.19,69
0.19,69
0.19,69
0.19,69
0.19,69
0.19,69
0.19,70
0.19,70
0.19,70
0.19,71
0.19,71
